ctname,rfgrp,popuni,ctname,stname,STABREV,state_deaths
"Grant County, WV",18.4,11626,Grant County,West Virginia,WV,352.0
"Grant Parish, LA",27.6,19716,Grant Parish,Louisiana,LA,5194.0
"Granville County, NC",64.4,57097,Granville County,North Carolina,NC,2731.0
"Gratiot County, MI",50.60000000000001,35829,Gratiot County,Michigan,MI,6581.0
"Graves County, KY",46.00000000000001,37175,Graves County,Kentucky,KY,1492.0
"Gray County, KS",13.799999999999999,6033,Gray County,Kansas,KS,962.0
"Gray County, TX",36.800000000000004,20268,Gray County,Texas,TX,17706.0
"Grays Harbor County, WA",82.79999999999998,71765,Grays Harbor County,Washington,WA,2056.0
"Grayson County, KY",36.800000000000004,25719,Grayson County,Kentucky,KY,1492.0
"Grayson County, TX",124.19999999999993,132713,Grayson County,Texas,TX,17706.0
"Grayson County, VA",27.6,14741,Grayson County,Virginia,VA,3466.0
"Greeley County, KS",9.2,1227,Greeley County,Kansas,KS,962.0
"Greeley County, NE",9.2,2356,Greeley County,Nebraska,NE,636.0
"Green County, KY",23.0,11049,Green County,Kentucky,KY,1492.0
"Green County, WI",41.400000000000006,36881,Green County,Wisconsin,WI,1675.0
"Green Lake County, WI",32.2,18852,Green Lake County,Wisconsin,WI,1675.0
"Greenbrier County, WV",36.800000000000004,34508,Greenbrier County,West Virginia,WV,352.0
"Greene County, AL",18.4,8233,Greene County,Alabama,AL,3770.0
"Greene County, AR",46.00000000000001,45082,Greene County,Arkansas,AR,1622.0
"Greene County, GA",36.800000000000004,17628,Greene County,Georgia,GA,6746.0
"Greene County, IA",23.0,8978,Greene County,Iowa,IA,1638.0
"Greene County, IL",27.6,12841,Greene County,Illinois,IL,8459.0
"Greene County, IN",46.00000000000001,31899,Greene County,Indiana,IN,4116.0
"Greene County, MO",289.79999999999995,283430,Greene County,Missouri,MO,2814.0
"Greene County, MS",13.799999999999999,11095,Greene County,Mississippi,MS,3124.0
"Greene County, NC",23.0,18597,Greene County,North Carolina,NC,2731.0
"Greene County, NY",73.6,44856,Greene County,New York,NY,11847.0
"Greene County, OH",165.59999999999988,161861,Greene County,Ohio,OH,4890.0
"Greene County, PA",46.00000000000001,33868,Greene County,Pennsylvania,PA,8865.0
"Greene County, TN",73.6,68039,Greene County,Tennessee,TN,2959.0
"Greene County, VA",18.4,19779,Greene County,Virginia,VA,3466.0
"Greenlee County, AZ",18.4,9451,Greenlee County,Arizona,AZ,5227.0
"Greensville County, VA",18.4,8214,Greensville County,Virginia,VA,3466.0
"Greenup County, KY",46.00000000000001,35138,Greenup County,Kentucky,KY,1492.0
"Greenville County, SC",515.2000000000011,506003,Greenville County,South Carolina,SC,3620.0
"Greenwood County, KS",18.4,6029,Greenwood County,Kansas,KS,962.0
"Greenwood County, SC",69.0,68750,Greenwood County,South Carolina,SC,3620.0
"Greer County, OK",13.799999999999999,4755,Greer County,Oklahoma,OK,1418.0
"Gregg County, TX",119.59999999999994,121561,Gregg County,Texas,TX,17706.0
"Gregory County, SD",13.799999999999999,4212,Gregory County,South Dakota,SD,376.0
"Grenada County, MS",27.6,20908,Grenada County,Mississippi,MS,3124.0
"Griggs County, ND",9.2,2232,Griggs County,North Dakota,ND,375.0
"Grimes County, TX",32.2,25666,Grimes County,Texas,TX,17706.0
"Grundy County, IA",23.0,12304,Grundy County,Iowa,IA,1638.0
"Grundy County, IL",50.60000000000001,50946,Grundy County,Illinois,IL,8459.0
"Grundy County, MO",23.0,9778,Grundy County,Missouri,MO,2814.0
"Grundy County, TN",23.0,13302,Grundy County,Tennessee,TN,2959.0
"Guadalupe County, NM",9.2,3773,Guadalupe County,New Mexico,NM,854.0
"Guadalupe County, TX",137.99999999999991,162440,Guadalupe County,Texas,TX,17706.0
"Guernsey County, OH",50.60000000000001,38952,Guernsey County,Ohio,OH,4890.0
"Guilford County, NC",552.0000000000013,519031,Guilford County,North Carolina,NC,2731.0
"Gulf County, FL",23.0,13303,Gulf County,Florida,FL,16059.0
"Gunnison County, CO",23.0,16268,Gunnison County,Colorado,CO,2094.0
"Guthrie County, IA",18.4,10713,Guthrie County,Iowa,IA,1638.0
"Gwinnett County, GA",524.4000000000011,923918,Gwinnett County,Georgia,GA,6746.0
"Haakon County, SD",9.2,1918,Haakon County,South Dakota,SD,376.0
"Habersham County, GA",41.400000000000006,42875,Habersham County,Georgia,GA,6746.0
"Haines Borough, AK",9.2,2474,Haines Borough,Alaska,AK,55.0
"Hale County, AL",32.2,14672,Hale County,Alabama,AL,3770.0
"Hale County, TX",46.00000000000001,31281,Hale County,Texas,TX,17706.0
"Halifax County, NC",59.80000000000001,49558,Halifax County,North Carolina,NC,2731.0
"Halifax County, VA",46.00000000000001,33766,Halifax County,Virginia,VA,3466.0
"Hall County, GA",170.19999999999987,200627,Hall County,Georgia,GA,6746.0
"Hall County, NE",69.0,61379,Hall County,Nebraska,NE,636.0
"Hall County, TX",9.2,3022,Hall County,Texas,TX,17706.0
"Hamblen County, TN",59.80000000000001,64293,Hamblen County,Tennessee,TN,2959.0
"Hamilton County, FL",18.4,11744,Hamilton County,Florida,FL,16059.0
"Hamilton County, IA",27.6,14939,Hamilton County,Iowa,IA,1638.0
"Hamilton County, IL",18.4,8163,Hamilton County,Illinois,IL,8459.0
"Hamilton County, IN",183.99999999999986,329715,Hamilton County,Indiana,IN,4116.0
"Hamilton County, KS",9.2,2607,Hamilton County,Kansas,KS,962.0
"Hamilton County, NE",18.4,9269,Hamilton County,Nebraska,NE,636.0
"Hamilton County, NY",23.0,4434,Hamilton County,New York,NY,11847.0
"Hamilton County, OH",1025.8000000000036,804482,Hamilton County,Ohio,OH,4890.0
"Hamilton County, TN",381.8000000000004,358163,Hamilton County,Tennessee,TN,2959.0
"Hamilton County, TX",18.4,8467,Hamilton County,Texas,TX,17706.0
"Hamlin County, SD",13.799999999999999,6111,Hamlin County,South Dakota,SD,376.0
"Hampden County, MA",478.4000000000009,461297,Hampden County,Massachusetts,MA,8189.0
"Hampshire County, MA",170.19999999999987,140353,Hampshire County,Massachusetts,MA,8189.0
"Hampshire County, WV",27.6,23121,Hampshire County,West Virginia,WV,352.0
"Hampton County, SC",27.6,18089,Hampton County,South Carolina,SC,3620.0
"Hampton city, VA",160.9999999999999,131551,Hampton city,Virginia,VA,3466.0
"Hancock County, GA",13.799999999999999,7256,Hancock County,Georgia,GA,6746.0
"Hancock County, IA",23.0,10709,Hancock County,Iowa,IA,1638.0
"Hancock County, IL",36.800000000000004,17813,Hancock County,Illinois,IL,8459.0
"Hancock County, IN",50.60000000000001,76183,Hancock County,Indiana,IN,4116.0
"Hancock County, KY",18.4,8758,Hancock County,Kentucky,KY,1492.0
"Hancock County, ME",87.39999999999998,54398,Hancock County,Maine,ME,168.0
"Hancock County, MS",41.400000000000006,47248,Hancock County,Mississippi,MS,3124.0
"Hancock County, OH",64.4,75056,Hancock County,Ohio,OH,4890.0
"Hancock County, TN",13.799999999999999,6448,Hancock County,Tennessee,TN,2959.0
"Hancock County, WV",41.400000000000006,29094,Hancock County,West Virginia,WV,352.0
"Hand County, SD",13.799999999999999,3262,Hand County,South Dakota,SD,376.0
"Hanover County, VA",110.39999999999995,105725,Hanover County,Virginia,VA,3466.0
"Hansford County, TX",13.799999999999999,5460,Hansford County,Texas,TX,17706.0
"Hanson County, SD",9.2,3376,Hanson County,South Dakota,SD,376.0
"Haralson County, GA",27.6,29421,Haralson County,Georgia,GA,6746.0
"Hardee County, FL",32.2,25967,Hardee County,Florida,FL,16059.0
"Hardeman County, TN",32.2,21792,Hardeman County,Tennessee,TN,2959.0
"Hardeman County, TX",9.2,3916,Hardeman County,Texas,TX,17706.0
"Hardin County, IA",32.2,16376,Hardin County,Iowa,IA,1638.0
"Hardin County, IL",13.799999999999999,3910,Hardin County,Illinois,IL,8459.0
"Hardin County, KY",105.79999999999995,109638,Hardin County,Kentucky,KY,1492.0
"Hardin County, OH",36.800000000000004,29811,Hardin County,Ohio,OH,4890.0
"Hardin County, TN",32.2,25776,Hardin County,Tennessee,TN,2959.0
"Hardin County, TX",55.20000000000001,57204,Hardin County,Texas,TX,17706.0
"Harding County, NM",9.2,655,Harding County,New Mexico,NM,854.0
"Harding County, SD",9.2,1225,Harding County,South Dakota,SD,376.0
"Hardy County, WV",18.4,13775,Hardy County,West Virginia,WV,352.0
"Harford County, MD",266.79999999999984,253544,Harford County,Maryland,MD,4427.0
"Harlan County, KY",55.20000000000001,26217,Harlan County,Kentucky,KY,1492.0
"Harlan County, NE",9.2,3398,Harlan County,Nebraska,NE,636.0
"Harmon County, OK",9.2,2607,Harmon County,Oklahoma,OK,1418.0
"Harnett County, NC",128.79999999999993,131424,Harnett County,North Carolina,NC,2731.0
"Harney County, OR",13.799999999999999,7233,Harney County,Oregon,OR,596.0
"Harper County, KS",18.4,5506,Harper County,Kansas,KS,962.0
"Harper County, OK",13.799999999999999,3793,Harper County,Oklahoma,OK,1418.0
"Harris County, GA",27.6,34179,Harris County,Georgia,GA,6746.0
"Harris County, TX",3620.1999999999525,4669428,Harris County,Texas,TX,17706.0
"Harrison County, IA",27.6,14127,Harrison County,Iowa,IA,1638.0
"Harrison County, IN",32.2,40177,Harrison County,Indiana,IN,4116.0
"Harrison County, KY",27.6,18778,Harrison County,Kentucky,KY,1492.0
"Harrison County, MO",18.4,8400,Harrison County,Missouri,MO,2814.0
"Harrison County, MS",216.19999999999982,205581,Harrison County,Mississippi,MS,3124.0
"Harrison County, OH",27.6,15174,Harrison County,Ohio,OH,4890.0
"Harrison County, TX",69.0,65831,Harrison County,Texas,TX,17706.0
"Harrison County, WV",105.79999999999995,67352,Harrison County,West Virginia,WV,352.0
"Harrisonburg city, VA",55.20000000000001,46952,Harrisonburg city,Virginia,VA,3466.0
"Hart County, GA",27.6,25605,Hart County,Georgia,GA,6746.0
"Hart County, KY",27.6,18785,Hart County,Kentucky,KY,1492.0
"Hartford County, CT",1035.0000000000034,878210,Hartford County,Connecticut,CT,4492.0
"Hartley County, TX",9.2,4555,Hartley County,Texas,TX,17706.0
"Harvey County, KS",32.2,33426,Harvey County,Kansas,KS,962.0
"Haskell County, KS",9.2,3994,Haskell County,Kansas,KS,962.0
"Haskell County, OK",23.0,12668,Haskell County,Oklahoma,OK,1418.0
"Haskell County, TX",13.799999999999999,5322,Haskell County,Texas,TX,17706.0
"Hawaii County, HI",234.5999999999998,199144,Hawaii County,Hawaii,HI,241.0
"Hawkins County, TN",64.4,56383,Hawkins County,Tennessee,TN,2959.0
"Hayes County, NE",9.2,916,Hayes County,Nebraska,NE,636.0
"Hays County, TX",119.59999999999994,215485,Hays County,Texas,TX,17706.0
"Haywood County, NC",78.19999999999999,61941,Haywood County,North Carolina,NC,2731.0
"Haywood County, TN",32.2,17248,Haywood County,Tennessee,TN,2959.0
"Heard County, GA",18.4,11830,Heard County,Georgia,GA,6746.0
"Hemphill County, TX",9.2,3821,Hemphill County,Texas,TX,17706.0
"Hempstead County, AR",27.6,21690,Hempstead County,Arkansas,AR,1622.0
"Henderson County, IL",18.4,6709,Henderson County,Illinois,IL,8459.0
"Henderson County, KY",55.20000000000001,45047,Henderson County,Kentucky,KY,1492.0
"Henderson County, NC",128.79999999999993,116568,Henderson County,North Carolina,NC,2731.0
"Henderson County, TN",32.2,27771,Henderson County,Tennessee,TN,2959.0
"Henderson County, TX",82.79999999999998,81586,Henderson County,Texas,TX,17706.0
"Hendricks County, IN",101.19999999999996,163853,Hendricks County,Indiana,IN,4116.0
"Hendry County, FL",36.800000000000004,41366,Hendry County,Florida,FL,16059.0
"Hennepin County, MN",1379.9999999999966,1247863,Hennepin County,Minnesota,MN,2289.0
"Henrico County, VA",299.0,328153,Henrico County,Virginia,VA,3466.0
"Henry County, AL",32.2,17139,Henry County,Alabama,AL,3770.0
"Henry County, GA",119.59999999999994,229498,Henry County,Georgia,GA,6746.0
"Henry County, IA",27.6,18662,Henry County,Iowa,IA,1638.0
"Henry County, IL",64.4,48792,Henry County,Illinois,IL,8459.0
"Henry County, IN",64.4,45138,Henry County,Indiana,IN,4116.0
"Henry County, KY",27.6,16106,Henry County,Kentucky,KY,1492.0
"Henry County, MO",32.2,21747,Henry County,Missouri,MO,2814.0
"Henry County, OH",36.800000000000004,27086,Henry County,Ohio,OH,4890.0
"Henry County, TN",46.00000000000001,32193,Henry County,Tennessee,TN,2959.0
"Henry County, VA",69.0,50650,Henry County,Virginia,VA,3466.0
"Herkimer County, NY",91.99999999999997,61190,Herkimer County,New York,NY,11847.0
"Hernando County, FL",211.59999999999982,189846,Hernando County,Florida,FL,16059.0
"Hertford County, NC",27.6,21461,Hertford County,North Carolina,NC,2731.0
"Hettinger County, ND",13.799999999999999,2399,Hettinger County,North Dakota,ND,375.0
"Hickman County, KY",9.2,4348,Hickman County,Kentucky,KY,1492.0
"Hickman County, TN",32.2,23704,Hickman County,Tennessee,TN,2959.0
"Hickory County, MO",18.4,9500,Hickory County,Missouri,MO,2814.0
"Hidalgo County, NM",13.799999999999999,4213,Hidalgo County,New Mexico,NM,854.0
"Hidalgo County, TX",524.4000000000011,861183,Hidalgo County,Texas,TX,17706.0
"Highland County, OH",46.00000000000001,42989,Highland County,Ohio,OH,4890.0
"Highland County, VA",9.2,2210,Highland County,Virginia,VA,3466.0
"Highlands County, FL",128.79999999999993,104978,Highlands County,Florida,FL,16059.0
"Hill County, MT",32.2,16134,Hill County,Montana,MT,252.0
"Hill County, TX",55.20000000000001,35974,Hill County,Texas,TX,17706.0
"Hillsborough County, FL",1481.1999999999946,1423440,Hillsborough County,Florida,FL,16059.0
"Hillsborough County, NH",400.2000000000005,411411,Hillsborough County,New Hampshire,NH,452.0
"Hillsdale County, MI",59.80000000000001,44697,Hillsdale County,Michigan,MI,6581.0
"Hinds County, MS",299.0,229733,Hinds County,Mississippi,MS,3124.0
"Hinsdale County, CO",9.2,811,Hinsdale County,Colorado,CO,2094.0
"Hitchcock County, NE",9.2,2802,Hitchcock County,Nebraska,NE,636.0
"Hocking County, OH",36.800000000000004,28310,Hocking County,Ohio,OH,4890.0
"Hockley County, TX",36.800000000000004,22281,Hockley County,Texas,TX,17706.0
"Hodgeman County, KS",9.2,1818,Hodgeman County,Kansas,KS,962.0
"Hoke County, NC",46.00000000000001,54017,Hoke County,North Carolina,NC,2731.0
"Holmes County, FL",23.0,17935,Holmes County,Florida,FL,16059.0
"Holmes County, MS",27.6,16757,Holmes County,Mississippi,MS,3124.0
"Holmes County, OH",41.400000000000006,43852,Holmes County,Ohio,OH,4890.0
"Holt County, MO",18.4,4394,Holt County,Missouri,MO,2814.0
"Holt County, NE",23.0,10174,Holt County,Nebraska,NE,636.0
"Honolulu County, HI",1127.0000000000016,968359,Honolulu County,Hawaii,HI,241.0
"Hood County, TX",50.60000000000001,60285,Hood County,Texas,TX,17706.0
"Hood River County, OR",23.0,23428,Hood River County,Oregon,OR,596.0
"Hooker County, NE",9.2,682,Hooker County,Nebraska,NE,636.0
"Hoonah-Angoon Census Area, AK",13.799999999999999,2151,Hoonah-Angoon Census Area,Alaska,AK,55.0
"Hopewell city, VA",36.800000000000004,22596,Hopewell city,Virginia,VA,3466.0
"Hopkins County, KY",59.80000000000001,44618,Hopkins County,Kentucky,KY,1492.0
"Hopkins County, TX",46.00000000000001,36721,Hopkins County,Texas,TX,17706.0
"Horry County, SC",335.8000000000002,341455,Horry County,South Carolina,SC,3620.0
"Hot Spring County, AR",36.800000000000004,31557,Hot Spring County,Arkansas,AR,1622.0
"Hot Springs County, WY",13.799999999999999,4536,Hot Springs County,Wyoming,WY,59.0
"Houghton County, MI",59.80000000000001,33680,Houghton County,Michigan,MI,6581.0
"Houston County, AL",105.79999999999995,104107,Houston County,Alabama,AL,3770.0
"Houston County, GA",110.39999999999995,154803,Houston County,Georgia,GA,6746.0
"Houston County, MN",27.6,18565,Houston County,Minnesota,MN,2289.0
"Houston County, TN",18.4,8243,Houston County,Tennessee,TN,2959.0
"Houston County, TX",36.800000000000004,20636,Houston County,Texas,TX,17706.0
"Howard County, AR",18.4,13341,Howard County,Arkansas,AR,1622.0
"Howard County, IA",18.4,9178,Howard County,Iowa,IA,1638.0
"Howard County, IN",96.59999999999997,81957,Howard County,Indiana,IN,4116.0
"Howard County, MD",257.5999999999998,322763,Howard County,Maryland,MD,4427.0
"Howard County, MO",18.4,9554,Howard County,Missouri,MO,2814.0
"Howard County, NE",13.799999999999999,6468,Howard County,Nebraska,NE,636.0
"Howard County, TX",50.60000000000001,30920,Howard County,Texas,TX,17706.0
"Howell County, MO",41.400000000000006,39971,Howell County,Missouri,MO,2814.0
"Hubbard County, MN",36.800000000000004,21301,Hubbard County,Minnesota,MN,2289.0
"Hudson County, NJ",768.2000000000023,670819,Hudson County,New Jersey,NJ,14511.0
"Hudspeth County, TX",9.2,4709,Hudspeth County,Texas,TX,17706.0
"Huerfano County, CO",13.799999999999999,6874,Huerfano County,Colorado,CO,2094.0
"Hughes County, OK",27.6,11982,Hughes County,Oklahoma,OK,1418.0
"Hughes County, SD",23.0,17103,Hughes County,South Dakota,SD,376.0
"Humboldt County, CA",147.1999999999999,133517,Humboldt County,California,CA,16663.0
"Humboldt County, IA",23.0,9546,Humboldt County,Iowa,IA,1638.0
"Humboldt County, NV",23.0,16644,Humboldt County,Nevada,NV,1625.0
"Humphreys County, MS",18.4,8228,Humphreys County,Mississippi,MS,3124.0
"Humphreys County, TN",27.6,18354,Humphreys County,Tennessee,TN,2959.0
"Hunt County, TX",91.99999999999997,94488,Hunt County,Texas,TX,17706.0
"Hunterdon County, NJ",124.19999999999993,122302,Hunterdon County,New Jersey,NJ,14511.0
"Huntingdon County, PA",59.80000000000001,40570,Huntingdon County,Pennsylvania,PA,8865.0
"Huntington County, IN",46.00000000000001,35366,Huntington County,Indiana,IN,4116.0
"Huron County, MI",64.4,31112,Huron County,Michigan,MI,6581.0
"Huron County, OH",64.4,58409,Huron County,Ohio,OH,4890.0
"Hutchinson County, SD",18.4,7346,Hutchinson County,South Dakota,SD,376.0
"Hutchinson County, TX",36.800000000000004,21049,Hutchinson County,Texas,TX,17706.0
"Hyde County, NC",18.4,4634,Hyde County,North Carolina,NC,2731.0
"Hyde County, SD",9.2,1282,Hyde County,South Dakota,SD,376.0
"Iberia Parish, LA",78.19999999999999,70465,Iberia Parish,Louisiana,LA,5194.0
"Iberville Parish, LA",36.800000000000004,29172,Iberville Parish,Louisiana,LA,5194.0
"Ida County, IA",18.4,6841,Ida County,Iowa,IA,1638.0
"Idaho County, ID",27.6,16105,Idaho County,Idaho,ID,571.0
"Imperial County, CA",147.1999999999999,173631,Imperial County,California,CA,16663.0
"Independence County, AR",41.400000000000006,37151,Independence County,Arkansas,AR,1622.0
"Indian River County, FL",147.1999999999999,156761,Indian River County,Florida,FL,16059.0
"Indiana County, PA",110.39999999999995,80406,Indiana County,Pennsylvania,PA,8865.0
"Ingham County, MI",377.2000000000004,277721,Ingham County,Michigan,MI,6581.0
"Inyo County, CA",32.2,17810,Inyo County,California,CA,16663.0
"Ionia County, MI",64.4,59455,Ionia County,Michigan,MI,6581.0
"Iosco County, MI",50.60000000000001,24997,Iosco County,Michigan,MI,6581.0
"Iowa County, IA",23.0,16110,Iowa County,Iowa,IA,1638.0
"Iowa County, WI",32.2,23749,Iowa County,Wisconsin,WI,1675.0
"Iredell County, NC",206.99999999999983,178057,Iredell County,North Carolina,NC,2731.0
"Irion County, TX",9.2,1522,Irion County,Texas,TX,17706.0
"Iron County, MI",27.6,11086,Iron County,Michigan,MI,6581.0
"Iron County, MO",23.0,10132,Iron County,Missouri,MO,2814.0
"Iron County, UT",41.400000000000006,52086,Iron County,Utah,UT,582.0
