ctname,rfgrp,popuni,stname,STABREV,state_deaths,county_name
"Saguache County, CO",13.799999999999999,6825,Colorado,CO,2094.0,Saguache County
"Salem County, NJ",119.59999999999994,62219,New Jersey,NJ,14511.0,Salem County
"Salem city, VA",27.6,24046,Virginia,VA,3466.0,Salem city
"Saline County, AR",101.19999999999996,120829,Arkansas,AR,1622.0,Saline County
"Saline County, IL",46.00000000000001,23544,Illinois,IL,8459.0,Saline County
"Saline County, KS",59.80000000000001,53639,Kansas,KS,962.0,Saline County
"Saline County, MO",41.400000000000006,21956,Missouri,MO,2814.0,Saline County
"Saline County, NE",23.0,13584,Nebraska,NE,636.0,Saline County
"Salt Lake County, UT",979.8000000000034,1143132,Utah,UT,582.0,Salt Lake County
"Saluda County, SC",27.6,20544,South Carolina,SC,3620.0,Saluda County
"Sampson County, NC",55.20000000000001,63157,North Carolina,NC,2731.0,Sampson County
"San Augustine County, TX",18.4,8232,Texas,TX,17706.0,San Augustine County
"San Benito County, CA",55.20000000000001,61510,California,CA,16663.0,San Benito County
"San Bernardino County, CA",1701.9999999999902,2152094,California,CA,16663.0,San Bernardino County
"San Diego County, CA",2893.399999999967,3305079,California,CA,16663.0,San Diego County
"San Francisco County, CA",910.800000000003,873223,California,CA,16663.0,San Francisco County
"San Jacinto County, TX",23.0,28665,Texas,TX,17706.0,San Jacinto County
"San Joaquin County, CA",644.0000000000017,743831,California,CA,16663.0,San Joaquin County
"San Juan County, CO",9.2,762,Colorado,CO,2094.0,San Juan County
"San Juan County, NM",156.3999999999999,124101,New Mexico,NM,854.0,San Juan County
"San Juan County, UT",23.0,15220,Utah,UT,582.0,San Juan County
"San Juan County, WA",27.6,17051,Washington,WA,2056.0,San Juan County
"San Luis Obispo County, CA",252.99999999999977,271007,California,CA,16663.0,San Luis Obispo County
"San Mateo County, CA",731.4000000000021,767507,California,CA,16663.0,San Mateo County
"San Miguel County, CO",23.0,8182,Colorado,CO,2094.0,San Miguel County
"San Miguel County, NM",36.800000000000004,26978,New Mexico,NM,854.0,San Miguel County
"San Patricio County, TX",78.19999999999999,66568,Texas,TX,17706.0,San Patricio County
"San Saba County, TX",13.799999999999999,5448,Texas,TX,17706.0,San Saba County
"Sanborn County, SD",9.2,2429,South Dakota,SD,376.0,Sanborn County
"Sanders County, MT",18.4,11756,Montana,MT,252.0,Sanders County
"Sandoval County, NM",133.39999999999992,144839,New Mexico,NM,854.0,Sandoval County
"Sandusky County, OH",73.6,58702,Ohio,OH,4890.0,Sandusky County
"Sangamon County, IL",248.39999999999978,193695,Illinois,IL,8459.0,Sangamon County
"Sanilac County, MI",64.4,41088,Michigan,MI,6581.0,Sanilac County
"Sanpete County, UT",27.6,27956,Utah,UT,582.0,Sanpete County
"Santa Barbara County, CA",418.6000000000006,430952,California,CA,16663.0,Santa Barbara County
"Santa Clara County, CA",1715.79999999999,1920588,California,CA,16663.0,Santa Clara County
"Santa Cruz County, AZ",50.60000000000001,46353,Arizona,AZ,5227.0,Santa Cruz County
"Santa Cruz County, CA",248.39999999999978,263957,California,CA,16663.0,Santa Cruz County
"Santa Fe County, NM",234.5999999999998,148241,New Mexico,NM,854.0,Santa Fe County
"Santa Rosa County, FL",124.19999999999993,174038,Florida,FL,16059.0,Santa Rosa County
"Sarasota County, FL",441.6000000000007,424202,Florida,FL,16059.0,Sarasota County
"Saratoga County, NY",234.5999999999998,228033,New York,NY,11847.0,Saratoga County
"Sargent County, ND",13.799999999999999,3870,North Dakota,ND,375.0,Sargent County
"Sarpy County, NE",202.39999999999984,184142,Nebraska,NE,636.0,Sarpy County
"Sauk County, WI",64.4,64082,Wisconsin,WI,1675.0,Sauk County
"Saunders County, NE",27.6,21191,Nebraska,NE,636.0,Saunders County
"Sawyer County, WI",32.2,16308,Wisconsin,WI,1675.0,Sawyer County
"Schenectady County, NY",202.39999999999984,153045,New York,NY,11847.0,Schenectady County
"Schleicher County, TX",9.2,2895,Texas,TX,17706.0,Schleicher County
"Schley County, GA",13.799999999999999,5236,Georgia,GA,6746.0,Schley County
"Schoharie County, NY",41.400000000000006,29943,New York,NY,11847.0,Schoharie County
"Schoolcraft County, MI",23.0,8044,Michigan,MI,6581.0,Schoolcraft County
"Schuyler County, IL",18.4,6897,Illinois,IL,8459.0,Schuyler County
"Schuyler County, MO",13.799999999999999,4599,Missouri,MO,2814.0,Schuyler County
"Schuyler County, NY",27.6,17873,New York,NY,11847.0,Schuyler County
"Schuylkill County, PA",188.59999999999985,136906,Pennsylvania,PA,8865.0,Schuylkill County
"Scioto County, OH",96.59999999999997,73300,Ohio,OH,4890.0,Scioto County
"Scotland County, MO",13.799999999999999,4964,Missouri,MO,2814.0,Scotland County
"Scotland County, NC",36.800000000000004,32508,North Carolina,NC,2731.0,Scotland County
"Scott County, AR",18.4,10319,Arkansas,AR,1622.0,Scott County
"Scott County, IA",220.7999999999998,171531,Iowa,IA,1638.0,Scott County
"Scott County, IL",13.799999999999999,4926,Illinois,IL,8459.0,Scott County
"Scott County, IN",27.6,23750,Indiana,IN,4116.0,Scott County
"Scott County, KS",9.2,4878,Kansas,KS,962.0,Scott County
"Scott County, KY",69.0,55108,Kentucky,KY,1492.0,Scott County
"Scott County, MN",101.19999999999996,146654,Minnesota,MN,2289.0,Scott County
"Scott County, MO",50.60000000000001,38358,Missouri,MO,2814.0,Scott County
"Scott County, MS",32.2,28225,Mississippi,MS,3124.0,Scott County
"Scott County, TN",27.6,21929,Tennessee,TN,2959.0,Scott County
"Scott County, VA",32.2,20943,Virginia,VA,3466.0,Scott County
"Scotts Bluff County, NE",55.20000000000001,35664,Nebraska,NE,636.0,Scotts Bluff County
"Screven County, GA",27.6,13608,Georgia,GA,6746.0,Screven County
"Scurry County, TX",23.0,15315,Texas,TX,17706.0,Scurry County
"Searcy County, AR",18.4,7947,Arkansas,AR,1622.0,Searcy County
"Sebastian County, AR",124.19999999999993,126731,Arkansas,AR,1622.0,Sebastian County
"Sedgwick County, CO",9.2,2303,Colorado,CO,2094.0,Sedgwick County
"Sedgwick County, KS",575.0000000000014,510058,Kansas,KS,962.0,Sedgwick County
"Seminole County, FL",400.2000000000005,466890,Florida,FL,16059.0,Seminole County
"Seminole County, GA",18.4,8280,Georgia,GA,6746.0,Seminole County
"Seminole County, OK",46.00000000000001,24324,Oklahoma,OK,1418.0,Seminole County
"Seneca County, NY",50.60000000000001,32012,New York,NY,11847.0,Seneca County
"Seneca County, OH",69.0,53415,Ohio,OH,4890.0,Seneca County
"Sequatchie County, TN",18.4,14797,Tennessee,TN,2959.0,Sequatchie County
"Sequoyah County, OK",46.00000000000001,41047,Oklahoma,OK,1418.0,Sequoyah County
"Sevier County, AR",23.0,17110,Arkansas,AR,1622.0,Sevier County
"Sevier County, TN",87.39999999999998,97352,Tennessee,TN,2959.0,Sevier County
"Sevier County, UT",27.6,21352,Utah,UT,582.0,Sevier County
"Seward County, KS",27.6,21447,Kansas,KS,962.0,Seward County
"Seward County, NE",23.0,16210,Nebraska,NE,636.0,Seward County
"Shackelford County, TX",9.2,3246,Texas,TX,17706.0,Shackelford County
"Shannon County, MO",13.799999999999999,8183,Missouri,MO,2814.0,Shannon County
"Sharkey County, MS",13.799999999999999,4377,Mississippi,MS,3124.0,Sharkey County
"Sharp County, AR",23.0,17341,Arkansas,AR,1622.0,Sharp County
"Shasta County, CA",225.3999999999998,178882,California,CA,16663.0,Shasta County
"Shawano County, WI",55.20000000000001,40539,Wisconsin,WI,1675.0,Shawano County
"Shawnee County, KS",202.39999999999984,175427,Kansas,KS,962.0,Shawnee County
"Sheboygan County, WI",128.79999999999993,113566,Wisconsin,WI,1675.0,Sheboygan County
"Shelby County, AL",225.3999999999998,213851,Alabama,AL,3770.0,Shelby County
"Shelby County, IA",23.0,11571,Iowa,IA,1638.0,Shelby County
"Shelby County, IL",32.2,21733,Illinois,IL,8459.0,Shelby County
"Shelby County, IN",50.60000000000001,44371,Indiana,IN,4116.0,Shelby County
"Shelby County, KY",46.00000000000001,47504,Kentucky,KY,1492.0,Shelby County
"Shelby County, MO",18.4,6010,Missouri,MO,2814.0,Shelby County
"Shelby County, OH",50.60000000000001,48523,Ohio,OH,4890.0,Shelby County
"Shelby County, TN",1021.2000000000036,923778,Tennessee,TN,2959.0,Shelby County
"Shelby County, TX",32.2,25418,Texas,TX,17706.0,Shelby County
"Shenandoah County, VA",46.00000000000001,43406,Virginia,VA,3466.0,Shenandoah County
"Sherburne County, MN",55.20000000000001,94534,Minnesota,MN,2289.0,Sherburne County
"Sheridan County, KS",13.799999999999999,2533,Kansas,KS,962.0,Sheridan County
"Sheridan County, MT",13.799999999999999,3423,Montana,MT,252.0,Sheridan County
"Sheridan County, ND",9.2,1349,North Dakota,ND,375.0,Sheridan County
"Sheridan County, NE",13.799999999999999,5182,Nebraska,NE,636.0,Sheridan County
"Sheridan County, WY",32.2,29649,Wyoming,WY,59.0,Sheridan County
"Sherman County, KS",13.799999999999999,5846,Kansas,KS,962.0,Sherman County
"Sherman County, NE",9.2,3038,Nebraska,NE,636.0,Sherman County
"Sherman County, OR",9.2,1708,Oregon,OR,596.0,Sherman County
"Sherman County, TX",9.2,3076,Texas,TX,17706.0,Sherman County
"Shiawassee County, MI",82.79999999999998,67726,Michigan,MI,6581.0,Shiawassee County
"Shoshone County, ID",18.4,12736,Idaho,ID,571.0,Shoshone County
"Sibley County, MN",23.0,15019,Minnesota,MN,2289.0,Sibley County
"Sierra County, CA",9.2,2987,California,CA,16663.0,Sierra County
"Sierra County, NM",23.0,10917,New Mexico,NM,854.0,Sierra County
"Silver Bow County, MT",41.400000000000006,34373,Montana,MT,252.0,Silver Bow County
"Simpson County, KY",23.0,18331,Kentucky,KY,1492.0,Simpson County
"Simpson County, MS",27.6,26487,Mississippi,MS,3124.0,Simpson County
"Sioux County, IA",36.800000000000004,33039,Iowa,IA,1638.0,Sioux County
"Sioux County, ND",13.799999999999999,4298,North Dakota,ND,375.0,Sioux County
"Sioux County, NE",9.2,1187,Nebraska,NE,636.0,Sioux County
"Siskiyou County, CA",69.0,43379,California,CA,16663.0,Siskiyou County
"Sitka Borough, AK",13.799999999999999,8631,Alaska,AK,55.0,Sitka Borough
"Skagit County, WA",142.5999999999999,127847,Washington,WA,2056.0,Skagit County
"Skagway Municipality, AK",9.2,1148,Alaska,AK,55.0,Skagway Municipality
"Skamania County, WA",27.6,11899,Washington,WA,2056.0,Skamania County
"Slope County, ND",9.2,763,North Dakota,ND,375.0,Slope County
"Smith County, KS",13.799999999999999,3602,Kansas,KS,962.0,Smith County
"Smith County, MS",18.4,16002,Mississippi,MS,3124.0,Smith County
"Smith County, TN",27.6,19903,Tennessee,TN,2959.0,Smith County
"Smith County, TX",193.19999999999985,227028,Texas,TX,17706.0,Smith County
"Smyth County, VA",46.00000000000001,30172,Virginia,VA,3466.0,Smyth County
"Snohomish County, WA",699.200000000002,810891,Washington,WA,2056.0,Snohomish County
"Snyder County, PA",41.400000000000006,38061,Pennsylvania,PA,8865.0,Snyder County
"Socorro County, NM",32.2,16235,New Mexico,NM,854.0,Socorro County
"Solano County, CA",446.2000000000007,438278,California,CA,16663.0,Solano County
"Somerset County, MD",41.400000000000006,20600,Maryland,MD,4427.0,Somerset County
"Somerset County, ME",82.79999999999998,50290,Maine,ME,168.0,Somerset County
"Somerset County, NJ",317.4000000000001,330358,New Jersey,NJ,14511.0,Somerset County
"Somerset County, PA",101.19999999999996,69838,Pennsylvania,PA,8865.0,Somerset County
"Somervell County, TX",13.799999999999999,9011,Texas,TX,17706.0,Somervell County
"Sonoma County, CA",464.6000000000008,495434,California,CA,16663.0,Sonoma County
"Southampton County, VA",27.6,16113,Virginia,VA,3466.0,Southampton County
"Southeast Fairbanks Census Area, AK",13.799999999999999,6918,Alaska,AK,55.0,Southeast Fairbanks Census Area
"Spalding County, GA",59.80000000000001,65325,Georgia,GA,6746.0,Spalding County
"Spartanburg County, SC",322.0000000000001,307995,South Carolina,SC,3620.0,Spartanburg County
"Spencer County, IN",27.6,20267,Indiana,IN,4116.0,Spencer County
"Spencer County, KY",23.0,18794,Kentucky,KY,1492.0,Spencer County
"Spink County, SD",18.4,6344,South Dakota,SD,376.0,Spink County
"Spokane County, WA",487.60000000000093,505937,Washington,WA,2056.0,Spokane County
"Spotsylvania County, VA",142.5999999999999,134238,Virginia,VA,3466.0,Spotsylvania County
"St. Bernard Parish, LA",87.39999999999998,46456,Louisiana,LA,5194.0,St. Bernard Parish
"St. Charles County, MO",368.00000000000034,395425,Missouri,MO,2814.0,St. Charles County
"St. Charles Parish, LA",64.4,52375,Louisiana,LA,5194.0,St. Charles Parish
"St. Clair County, AL",64.4,87443,Alabama,AL,3770.0,St. Clair County
"St. Clair County, IL",280.5999999999999,259709,Illinois,IL,8459.0,St. Clair County
"St. Clair County, MI",234.5999999999998,158903,Michigan,MI,6581.0,St. Clair County
"St. Clair County, MO",18.4,9297,Missouri,MO,2814.0,St. Clair County
"St. Croix County, WI",69.0,89448,Wisconsin,WI,1675.0,St. Croix County
"St. Francis County, AR",32.2,21473,Arkansas,AR,1622.0,St. Francis County
"St. Francois County, MO",55.20000000000001,60931,Missouri,MO,2814.0,St. Francois County
"St. Helena Parish, LA",13.799999999999999,10215,Louisiana,LA,5194.0,St. Helena Parish
"St. James Parish, LA",36.800000000000004,20910,Louisiana,LA,5194.0,St. James Parish
"St. John the Baptist Parish, LA",55.20000000000001,42958,Louisiana,LA,5194.0,St. John the Baptist Parish
"St. Johns County, FL",193.19999999999985,252465,Florida,FL,16059.0,St. Johns County
"St. Joseph County, IN",349.60000000000025,262259,Indiana,IN,4116.0,St. Joseph County
"St. Joseph County, MI",82.79999999999998,60854,Michigan,MI,6581.0,St. Joseph County
"St. Landry Parish, LA",91.99999999999997,82479,Louisiana,LA,5194.0,St. Landry Parish
"St. Lawrence County, NY",133.39999999999992,98629,New York,NY,11847.0,St. Lawrence County
"St. Louis County, MN",312.80000000000007,194311,Minnesota,MN,2289.0,St. Louis County
"St. Louis County, MO",920.0000000000031,988143,Missouri,MO,2814.0,St. Louis County
"St. Louis city, MO",492.20000000000095,296701,Missouri,MO,2814.0,St. Louis city
"St. Lucie County, FL",211.59999999999982,319525,Florida,FL,16059.0,St. Lucie County
"St. Martin Parish, LA",55.20000000000001,53173,Louisiana,LA,5194.0,St. Martin Parish
"St. Mary Parish, LA",82.79999999999998,49305,Louisiana,LA,5194.0,St. Mary Parish
"St. Mary's County, MD",87.39999999999998,110914,Maryland,MD,4427.0,St. Mary's County
"St. Tammany Parish, LA",202.39999999999984,257880,Louisiana,LA,5194.0,St. Tammany Parish
"Stafford County, KS",13.799999999999999,4178,Kansas,KS,962.0,Stafford County
"Stafford County, VA",128.79999999999993,148384,Virginia,VA,3466.0,Stafford County
"Stanislaus County, CA",437.0000000000007,547615,California,CA,16663.0,Stanislaus County
"Stanley County, SD",9.2,3022,South Dakota,SD,376.0,Stanley County
"Stanly County, NC",64.4,60948,North Carolina,NC,2731.0,Stanly County
"Stanton County, KS",9.2,1962,Kansas,KS,962.0,Stanton County
"Stanton County, NE",13.799999999999999,5970,Nebraska,NE,636.0,Stanton County
"Stark County, IL",13.799999999999999,5425,Illinois,IL,8459.0,Stark County
"Stark County, ND",41.400000000000006,30902,North Dakota,ND,375.0,Stark County
"Stark County, OH",400.2000000000005,367725,Ohio,OH,4890.0,Stark County
"Starke County, IN",36.800000000000004,22935,Indiana,IN,4116.0,Starke County
"Starr County, TX",73.6,63906,Texas,TX,17706.0,Starr County
"Staunton city, VA",32.2,24478,Virginia,VA,3466.0,Staunton city
"Ste. Genevieve County, MO",23.0,17819,Missouri,MO,2814.0,Ste. Genevieve County
"Stearns County, MN",137.99999999999991,154047,Minnesota,MN,2289.0,Stearns County
"Steele County, MN",41.400000000000006,36685,Minnesota,MN,2289.0,Steele County
"Steele County, ND",9.2,1903,North Dakota,ND,375.0,Steele County
"Stephens County, GA",27.6,25296,Georgia,GA,6746.0,Stephens County
"Stephens County, OK",55.20000000000001,43123,Oklahoma,OK,1418.0,Stephens County
"Stephens County, TX",18.4,8799,Texas,TX,17706.0,Stephens County
"Stephenson County, IL",64.4,44608,Illinois,IL,8459.0,Stephenson County
"Sterling County, TX",9.2,1311,Texas,TX,17706.0,Sterling County
"Steuben County, IN",46.00000000000001,33458,Indiana,IN,4116.0,Steuben County
"Steuben County, NY",142.5999999999999,95314,New York,NY,11847.0,Steuben County
"Stevens County, KS",13.799999999999999,5546,Kansas,KS,962.0,Stevens County
"Stevens County, MN",18.4,8910,Minnesota,MN,2289.0,Stevens County
"Stevens County, WA",59.80000000000001,45223,Washington,WA,2056.0,Stevens County
"Stewart County, GA",13.799999999999999,4726,Georgia,GA,6746.0,Stewart County
"Stewart County, TN",27.6,13534,Tennessee,TN,2959.0,Stewart County
"Stillwater County, MT",18.4,9534,Montana,MT,252.0,Stillwater County
"Stoddard County, MO",41.400000000000006,29141,Missouri,MO,2814.0,Stoddard County
"Stokes County, NC",46.00000000000001,45388,North Carolina,NC,2731.0,Stokes County
"Stone County, AR",18.4,12433,Arkansas,AR,1622.0,Stone County
"Stone County, MO",32.2,31721,Missouri,MO,2814.0,Stone County
"Stone County, MS",18.4,16960,Mississippi,MS,3124.0,Stone County
"Stonewall County, TX",9.2,1362,Texas,TX,17706.0,Stonewall County
"Storey County, NV",9.2,4024,Nevada,NV,1625.0,Storey County
"Story County, IA",96.59999999999997,87356,Iowa,IA,1638.0,Story County
"Strafford County, NH",119.59999999999994,121886,New Hampshire,NH,452.0,Strafford County
"Stutsman County, ND",32.2,19821,North Dakota,ND,375.0,Stutsman County
"Sublette County, WY",13.799999999999999,9795,Wyoming,WY,59.0,Sublette County
"Suffolk County, MA",943.0000000000032,768316,Massachusetts,MA,8189.0,Suffolk County
"Suffolk County, NY",1490.3999999999944,1468329,New York,NY,11847.0,Suffolk County
"Suffolk city, VA",133.39999999999992,90559,Virginia,VA,3466.0,Suffolk city
"Sullivan County, IN",27.6,18604,Indiana,IN,4116.0,Sullivan County
"Sullivan County, MO",18.4,6221,Missouri,MO,2814.0,Sullivan County
"Sullivan County, NH",50.60000000000001,43011,New Hampshire,NH,452.0,Sullivan County
"Sullivan County, NY",114.99999999999994,73851,New York,NY,11847.0,Sullivan County
"Sullivan County, PA",13.799999999999999,6071,Pennsylvania,PA,8865.0,Sullivan County
"Sullivan County, TN",183.99999999999986,156593,Tennessee,TN,2959.0,Sullivan County
"Sully County, SD",9.2,1392,South Dakota,SD,376.0,Sully County
"Summers County, WV",23.0,11862,West Virginia,WV,352.0,Summers County
"Summit County, CO",27.6,30956,Colorado,CO,2094.0,Summit County
"Summit County, OH",625.6000000000016,537837,Ohio,OH,4890.0,Summit County
"Summit County, UT",64.4,41865,Utah,UT,582.0,Summit County
"Sumner County, KS",32.2,22888,Kansas,KS,962.0,Sumner County
"Sumner County, TN",197.79999999999984,186590,Tennessee,TN,2959.0,Sumner County
"Sumter County, AL",23.0,11921,Alabama,AL,3770.0,Sumter County
"Sumter County, FL",91.99999999999997,120904,Florida,FL,16059.0,Sumter County
"Sumter County, GA",41.400000000000006,28346,Georgia,GA,6746.0,Sumter County
"Sumter County, SC",110.39999999999995,105124,South Carolina,SC,3620.0,Sumter County
"Sunflower County, MS",36.800000000000004,21911,Mississippi,MS,3124.0,Sunflower County
"Surry County, NC",105.79999999999995,71815,North Carolina,NC,2731.0,Surry County
"Surry County, VA",13.799999999999999,6474,Virginia,VA,3466.0,Surry County
"Susquehanna County, PA",55.20000000000001,40536,Pennsylvania,PA,8865.0,Susquehanna County
"Sussex County, DE",252.99999999999977,227857,Delaware,DE,596.0,Sussex County
"Sussex County, NJ",193.19999999999985,140560,New Jersey,NJ,14511.0,Sussex County
"Sussex County, VA",27.6,8789,Virginia,VA,3466.0,Sussex County
"Sutter County, CA",101.19999999999996,96604,California,CA,16663.0,Sutter County
"Sutton County, TX",9.2,3748,Texas,TX,17706.0,Sutton County
"Suwannee County, FL",36.800000000000004,42011,Florida,FL,16059.0,Suwannee County
"Swain County, NC",27.6,14220,North Carolina,NC,2731.0,Swain County
"Sweet Grass County, MT",9.2,3710,Montana,MT,252.0,Sweet Grass County
"Sweetwater County, WY",59.80000000000001,42563,Wyoming,WY,59.0,Sweetwater County
"Swift County, MN",23.0,9337,Minnesota,MN,2289.0,Swift County
"Swisher County, TX",18.4,6866,Texas,TX,17706.0,Swisher County
"Switzerland County, IN",18.4,10675,Indiana,IN,4116.0,Switzerland County
"Talbot County, GA",18.4,6272,Georgia,GA,6746.0,Talbot County
"Talbot County, MD",55.20000000000001,36880,Maryland,MD,4427.0,Talbot County
"Taliaferro County, GA",9.2,1608,Georgia,GA,6746.0,Taliaferro County
"Talladega County, AL",105.79999999999995,77873,Alabama,AL,3770.0,Talladega County
"Tallahatchie County, MS",23.0,11621,Mississippi,MS,3124.0,Tallahatchie County
"Tallapoosa County, AL",50.60000000000001,40351,Alabama,AL,3770.0,Tallapoosa County
"Tama County, IA",32.2,16890,Iowa,IA,1638.0,Tama County
"Taney County, MO",50.60000000000001,54631,Missouri,MO,2814.0,Taney County
"Tangipahoa Parish, LA",96.59999999999997,131069,Louisiana,LA,5194.0,Tangipahoa Parish
"Taos County, NM",32.2,32797,New Mexico,NM,854.0,Taos County
"Tarrant County, TX",1646.7999999999913,2069927,Texas,TX,17706.0,Tarrant County
"Tate County, MS",27.6,27584,Mississippi,MS,3124.0,Tate County
"Tattnall County, GA",27.6,20945,Georgia,GA,6746.0,Tattnall County
"Taylor County, FL",27.6,19312,Florida,FL,16059.0,Taylor County
"Taylor County, GA",18.4,7957,Georgia,GA,6746.0,Taylor County
"Taylor County, IA",18.4,6187,Iowa,IA,1638.0,Taylor County
"Taylor County, KY",27.6,24374,Kentucky,KY,1492.0,Taylor County
"Taylor County, TX",179.39999999999986,134890,Texas,TX,17706.0,Taylor County
"Taylor County, WI",32.2,20348,Wisconsin,WI,1675.0,Taylor County
"Taylor County, WV",23.0,16493,West Virginia,WV,352.0,Taylor County
"Tazewell County, IL",142.5999999999999,130948,Illinois,IL,8459.0,Tazewell County
"Tazewell County, VA",55.20000000000001,39471,Virginia,VA,3466.0,Tazewell County
"Tehama County, CA",55.20000000000001,63511,California,CA,16663.0,Tehama County
"Telfair County, GA",18.4,12865,Georgia,GA,6746.0,Telfair County
"Teller County, CO",32.2,25004,Colorado,CO,2094.0,Teller County
"Tensas Parish, LA",18.4,4446,Louisiana,LA,5194.0,Tensas Parish
"Terrebonne Parish, LA",105.79999999999995,110178,Louisiana,LA,5194.0,Terrebonne Parish
"Terrell County, GA",23.0,8423,Georgia,GA,6746.0,Terrell County
"Terrell County, TX",9.2,823,Texas,TX,17706.0,Terrell County
"Terry County, TX",18.4,11489,Texas,TX,17706.0,Terry County
"Teton County, ID",9.2,11640,Idaho,ID,571.0,Teton County
"Teton County, MT",18.4,6162,Montana,MT,252.0,Teton County
"Teton County, WY",23.0,23007,Wyoming,WY,59.0,Teton County
"Texas County, MO",23.0,23907,Missouri,MO,2814.0,Texas County
"Texas County, OK",27.6,19975,Oklahoma,OK,1418.0,Texas County
"Thayer County, NE",13.799999999999999,5036,Nebraska,NE,636.0,Thayer County
"Thomas County, GA",55.20000000000001,44282,Georgia,GA,6746.0,Thomas County
"Thomas County, KS",13.799999999999999,7474,Kansas,KS,962.0,Thomas County
"Thomas County, NE",9.2,720,Nebraska,NE,636.0,Thomas County
"Throckmorton County, TX",9.2,1515,Texas,TX,17706.0,Throckmorton County
"Thurston County, NE",13.799999999999999,7296,Nebraska,NE,636.0,Thurston County
"Thurston County, WA",234.5999999999998,284157,Washington,WA,2056.0,Thurston County
"Tift County, GA",46.00000000000001,39247,Georgia,GA,6746.0,Tift County
"Tillamook County, OR",46.00000000000001,26434,Oregon,OR,596.0,Tillamook County
"Tillman County, OK",27.6,7121,Oklahoma,OK,1418.0,Tillman County
"Tioga County, NY",50.60000000000001,48474,New York,NY,11847.0,Tioga County
"Tioga County, PA",50.60000000000001,39788,Pennsylvania,PA,8865.0,Tioga County
"Tippah County, MS",23.0,21732,Mississippi,MS,3124.0,Tippah County
"Tippecanoe County, IN",174.79999999999987,178779,Indiana,IN,4116.0,Tippecanoe County
"Tipton County, IN",23.0,15093,Indiana,IN,4116.0,Tipton County
"Tipton County, TN",64.4,60854,Tennessee,TN,2959.0,Tipton County
"Tishomingo County, MS",23.0,19342,Mississippi,MS,3124.0,Tishomingo County
"Titus County, TX",41.400000000000006,32866,Texas,TX,17706.0,Titus County
"Todd County, KY",23.0,12188,Kentucky,KY,1492.0,Todd County
"Todd County, MN",41.400000000000006,24516,Minnesota,MN,2289.0,Todd County
"Todd County, SD",13.799999999999999,10256,South Dakota,SD,376.0,Todd County
"Tolland County, CT",137.99999999999991,136868,Connecticut,CT,4492.0,Tolland County
"Tom Green County, TX",119.59999999999994,115909,Texas,TX,17706.0,Tom Green County
"Tompkins County, NY",110.39999999999995,90517,New York,NY,11847.0,Tompkins County
"Tooele County, UT",55.20000000000001,69730,Utah,UT,582.0,Tooele County
"Toole County, MT",18.4,4321,Montana,MT,252.0,Toole County
"Toombs County, GA",32.2,26867,Georgia,GA,6746.0,Toombs County
"Torrance County, NM",23.0,14985,New Mexico,NM,854.0,Torrance County
"Towner County, ND",9.2,2192,North Dakota,ND,375.0,Towner County
"Towns County, GA",18.4,10773,Georgia,GA,6746.0,Towns County
"Traill County, ND",23.0,7890,North Dakota,ND,375.0,Traill County
"Transylvania County, NC",36.800000000000004,33652,North Carolina,NC,2731.0,Transylvania County
"Traverse County, MN",13.799999999999999,3303,Minnesota,MN,2289.0,Traverse County
"Travis County, TX",1007.4000000000035,1232308,Texas,TX,17706.0,Travis County
"Treasure County, MT",9.2,679,Montana,MT,252.0,Treasure County
"Trego County, KS",9.2,2781,Kansas,KS,962.0,Trego County
"Trempealeau County, WI",41.400000000000006,29416,Wisconsin,WI,1675.0,Trempealeau County
"Treutlen County, GA",13.799999999999999,6518,Georgia,GA,6746.0,Treutlen County
"Trigg County, KY",27.6,14643,Kentucky,KY,1492.0,Trigg County
"Trimble County, KY",13.799999999999999,8515,Kentucky,KY,1492.0,Trimble County
"Trinity County, CA",27.6,12382,California,CA,16663.0,Trinity County
"Trinity County, TX",27.6,14736,Texas,TX,17706.0,Trinity County
"Tripp County, SD",13.799999999999999,5425,South Dakota,SD,376.0,Tripp County
"Troup County, GA",69.0,68044,Georgia,GA,6746.0,Troup County
"Trousdale County, TN",13.799999999999999,8537,Tennessee,TN,2959.0,Trousdale County
"Trumbull County, OH",257.5999999999998,197518,Ohio,OH,4890.0,Trumbull County
"Tucker County, WV",18.4,6850,West Virginia,WV,352.0,Tucker County
"Tulare County, CA",363.4000000000003,463893,California,CA,16663.0,Tulare County
"Tulsa County, OK",809.6000000000025,643207,Oklahoma,OK,1418.0,Tulsa County
"Tunica County, MS",18.4,9897,Mississippi,MS,3124.0,Tunica County
"Tuolumne County, CA",55.20000000000001,51520,California,CA,16663.0,Tuolumne County
"Turner County, GA",13.799999999999999,7649,Georgia,GA,6746.0,Turner County
"Turner County, SD",13.799999999999999,8424,South Dakota,SD,376.0,Turner County
"Tuscaloosa County, AL",220.7999999999998,199860,Alabama,AL,3770.0,Tuscaloosa County
"Tuscarawas County, OH",101.19999999999996,92029,Ohio,OH,4890.0,Tuscarawas County
"Tuscola County, MI",69.0,52202,Michigan,MI,6581.0,Tuscola County
"Twiggs County, GA",13.799999999999999,8188,Georgia,GA,6746.0,Twiggs County
"Twin Falls County, ID",69.0,85624,Idaho,ID,571.0,Twin Falls County
"Tyler County, TX",27.6,19818,Texas,TX,17706.0,Tyler County
"Tyler County, WV",18.4,8746,West Virginia,WV,352.0,Tyler County
